Number One,Number Two,Their GCD,Time Spent (Nanoseconds)
550,691,1,1890
547,620,1,1710
747,319,1,1056
937,617,1,2079
298,226,2,792
935,20,5,228
362,517,1,1166
822,823,1,2583
830,577,1,1872
685,803,1,2249
197,248,1,636
88,316,4,461
350,822,2,1317
329,813,1,1128
611,630,1,2055
182,160,2,738
320,728,8,1235
779,66,1,397
47,67,1,287
682,696,2,2259
292,969,1,1037
715,653,1,2192
485,536,1,1524
827,314,1,1107
465,512,1,1545
468,13,13,181
111,556,1,488
680,812,4,2334
729,8,1,151
624,339,3,1157
989,157,1,569
498,309,3,1042
885,628,1,2156
726,283,1,918
695,760,5,2446
978,338,2,1212
728,45,1,295
343,212,1,871
580,169,1,678
877,44,1,289
680,344,8,1209
409,142,1,522
251,88,1,446
954,979,1,3085
96,929,1,528
317,436,1,1059
86,166,2,404
744,322,2,1176
794,470,2,1576
956,488,4,1610
229,933,1,818
825,308,11,1156
977,519,1,1710
519,909,3,1744
688,747,1,2207
304,719,1,1113
442,712,2,1521
861,693,21,2487
800,814,2,2840
23,247,1,171
94,340,2,374
682,179,1,620
857,778,1,2455
852,650,2,2191
599,807,1,1917
489,179,1,651
92,666,2,459
486,420,6,1775
184,356,4,788
328,871,1,1164
102,984,6,533
942,895,1,2872
47,802,1,226
587,198,1,850
967,610,1,2030
444,60,12,469
301,478,1,1025
591,157,1,614
607,794,1,1977
159,205,1,582
601,647,1,1990
383,44,1,253
312,220,4,955
463,848,1,1567
575,143,1,555
70,28,14,306
126,11,1,155
922,172,2,655
164,861,41,659
370,482,2,1254
822,165,3,690
894,122,2,490
994,484,2,1590
630,600,30,2351
629,788,1,2019
156,229,1,752
787,890,1,2598
272,450,2,1043
109,87,1,403
297,35,1,249
229,367,1,786
62,706,2,318
729,336,3,1476
877,893,1,2574
548,598,2,1841
726,369,3,1220
763,619,1,1885
842,756,2,2718
454,471,1,1523
708,83,1,357
611,863,1,1955
663,397,1,1314
753,287,1,947
846,213,3,769
373,495,1,1164
248,953,1,933
213,661,1,732
658,941,1,2199
348,534,6,1334
185,895,5,702
132,911,1,632
615,246,123,956
881,456,1,1677
353,335,1,1098
279,412,1,987
417,889,1,1353
275,79,1,323
637,379,1,1183
365,834,1,1229
591,89,1,354
328,838,2,1155
41,540,1,220
851,698,1,2276
833,198,1,826
584,17,1,136
93,67,1,280
279,707,1,987
312,160,8,709
515,16,1,166
494,145,1,557
428,262,2,893
33,54,3,240
340,21,1,192
432,57,3,307
854,374,2,1305
497,182,7,754
564,538,2,1793
721,414,1,1471
235,905,5,846
963,170,1,696
922,55,1,298
236,552,4,875
114,899,1,518
63,980,7,381
915,908,1,2801
124,694,2,519
169,508,1,630
747,861,3,2338
528,530,2,1957
269,733,1,912
903,765,3,2622
914,818,2,2658
302,987,1,1068
231,889,7,897
891,194,1,703
410,164,82,651
600,646,2,2258
68,65,1,334
544,130,2,547
396,810,18,1630
390,519,3,1472
503,558,1,1579
26,601,1,231
770,905,5,2663
130,38,2,240
638,385,11,1333
155,903,1,596
202,808,202,776
241,785,1,811
696,132,12,664
330,458,2,1340
647,281,1,942
103,714,1,414
346,998,2,1124
196,741,1,769
808,585,1,2009
612,662,2,2245
494,637,13,1638
263,264,1,859
894,744,6,2620
653,883,1,2048
480,807,3,1903
785,34,1,241
615,26,1,210
170,662,2,681
509,499,1,1649
119,155,1,467
779,573,1,1900
221,476,17,818
571,768,1,1796
217,730,1,748
704,828,4,2474
391,197,1,682
816,5,1,113
812,61,1,284
101,465,1,388
943,580,1,1944
623,728,7,2051
965,237,1,876
105,134,1,540
251,613,1,889
632,369,1,1241
119,411,1,443
294,691,1,1114
238,864,2,905
810,454,2,1485
593,513,1,1654
633,983,1,2020
62,801,1,304
340,873,1,1315
861,440,1,1626
689,804,1,2252
371,312,1,1273
883,336,1,1348
900,987,3,3180
469,150,1,713
951,101,1,422
871,421,1,1388
863,164,1,636
112,100,4,485
379,921,1,1256
906,971,1,2937
786,890,2,2597
305,847,1,1016
690,644,46,2155
71,551,1,286
83,760,1,345
706,454,2,1473
423,588,3,1434
141,322,1,531
926,609,1,1944
824,876,4,2679
61,46,1,259
296,275,1,1020
209,759,11,753
727,587,1,1908
32,632,8,266
909,817,1,2717
521,213,1,761
15,211,1,145
209,85,1,386
113,643,1,426
196,818,2,816
96,618,6,564
405,588,3,1446
292,330,2,1009
197,467,1,682
557,257,1,832
512,204,4,854
532,72,4,469
963,258,3,992
10,994,2,143
241,918,1,848
162,113,1,391
482,176,2,706
323,690,1,1044
612,787,1,2153
333,808,1,1107
604,780,4,1927
777,360,3,1565
368,420,4,1279
41,916,1,204
886,597,1,1945
172,749,1,712
153,55,1,272
172,115,1,434
664,181,1,607
460,904,4,1637
450,621,9,1711
17,284,1,138
148,691,1,661
325,759,1,1162
478,9,1,172
918,433,1,1455
789,47,1,256
793,508,1,1673
466,833,1,1508
775,704,1,2312
782,946,2,2553
804,934,2,2599
353,976,1,1158
48,16,16,239
508,859,1,1672
272,310,2,992
831,640,1,2218
593,978,1,1912
330,269,1,908
88,159,1,458
278,358,2,941
592,418,2,1466
404,384,4,1467
277,221,1,797
568,51,1,246
276,349,1,1106
348,80,4,493
282,700,2,1062
407,681,1,1382
68,266,2,416
891,691,1,2270
575,721,1,1879
330,519,3,1359
50,11,1,158
788,490,2,1735
170,65,5,347
847,113,1,414
834,602,2,1968
848,110,2,510
822,415,1,1329
160,98,2,421
116,507,1,509
529,749,1,1661
559,935,1,1838
782,626,2,2051
552,672,24,2048
316,479,1,1082
745,997,1,2407
997,794,1,2452
7,136,1,139
283,528,1,940
552,129,3,494
640,385,5,1315
730,487,1,1611
494,904,2,1653
254,653,1,870
353,721,1,1144
512,881,1,1735
469,70,7,421
167,602,1,601
695,718,1,2219
626,362,2,1229
196,370,2,808
358,545,1,1234
163,364,1,618
680,446,2,1421
892,584,4,1872
926,883,1,2853
968,8,8,142
722,814,2,2379
911,327,1,1076
818,263,1,849
47,329,47,260
495,867,3,1703
398,661,1,1328
469,92,1,454
730,446,2,1410
805,278,1,931
815,162,1,687
822,977,1,2688
878,853,1,2815
774,769,1,2397
436,52,4,328
3,756,3,121
59,724,1,275
921,321,3,1061
50,738,2,288
935,448,1,1599
67,429,1,297
315,464,1,1203
441,135,9,603
908,170,2,674
580,712,4,2019
447,394,1,1277
226,620,2,785
722,103,1,380
473,496,1,1551
223,260,1,748
899,225,1,882
367,957,1,1151
301,287,7,1001
629,350,1,1331
25,563,1,202
150,91,1,400
343,464,1,1114
906,783,3,2624
950,813,1,2685
952,881,1,2830
877,751,1,2451
274,454,2,889
370,347,1,1181
556,194,2,713
194,130,2,542
806,92,2,431
354,172,2,661
400,6,2,136
459,28,1,261
708,835,1,2418
590,857,1,1905
925,932,1,3013
672,182,14,746
714,621,3,2014
995,18,1,185
501,223,1,711
120,126,6,703
676,841,1,2210
472,583,1,1646
387,18,9,261
712,192,8,832
109,417,1,421
363,509,1,1271
423,173,1,597
536,130,2,542
7,478,1,115
338,283,1,916
409,9,1,127
465,475,5,1566
629,811,1,1948
844,481,1,1496
385,315,35,1189
606,60,6,483
155,429,1,605
994,893,1,2867
446,705,1,1437
84,555,3,518
121,799,1,469
415,895,5,1345
971,950,1,3030
376,330,2,1378
427,713,1,1417
964,188,4,696
721,428,1,1429
14,701,1,158
590,209,1,738
181,974,1,622
523,138,1,613
385,29,1,188
567,378,189,1503
922,364,2,1305
434,357,7,1228
270,555,15,1142
155,684,1,576
801,478,1,1553
986,177,1,615
807,764,1,2473
889,770,7,2661
303,962,1,1020
550,316,2,1023
662,139,1,524
876,843,3,2771
465,750,15,1672
332,201,1,755
131,898,1,505
579,404,1,1268
614,12,2,121
760,883,1,2717
918,915,3,2850
567,71,1,291
392,552,8,1496
247,550,1,873
667,487,1,1587
671,970,1,2147
448,572,4,1638
285,110,5,492
63,513,9,400
304,527,1,1109
262,635,1,908
727,392,1,1365
885,657,3,2087
795,498,3,1623
21,907,1,210
380,290,10,1065
173,298,1,589
360,916,4,1635
201,958,1,722
465,868,31,1555
445,487,1,1396
837,892,1,2607
59,473,1,285
353,121,1,489
985,656,1,2067
999,599,1,1967
291,77,1,356
342,527,1,1240
734,489,1,1592
24,106,2,287
395,755,5,1318
747,567,9,1882
53,107,1,260
482,253,1,865
64,298,2,388
120,860,20,752
784,308,28,1197
752,842,2,2441
781,104,1,490
314,117,1,524
112,312,8,507
715,754,13,2433
389,57,1,301
280,474,2,1132
545,303,1,1009
931,291,1,992
57,677,1,305
857,461,1,1501
135,690,15,621
714,551,1,1723
987,185,1,659
410,770,10,1426
493,161,1,602
964,625,1,1957
617,277,1,879
741,728,13,2484
589,808,1,1938
481,329,1,1122
216,760,8,966
802,112,2,571
414,732,6,1522
402,822,6,1417
760,610,10,1995
283,895,1,986
299,996,1,1125
445,285,5,1058
532,206,2,750
406,24,2,241
367,369,1,1187
1000,335,5,1127
646,741,19,2183
62,586,2,293
900,894,6,2938
914,115,1,440
653,67,1,284
226,418,2,775
798,627,57,2047
239,909,1,759
236,521,1,856
803,534,1,1769
868,599,1,1953
170,400,10,720
805,575,115,1968
423,523,1,1410
944,775,1,2516
857,941,1,2715
515,918,1,1645
526,414,2,1443
811,791,1,2529
880,815,5,2602
857,105,1,482
584,6,2,123
731,822,1,2239
914,318,2,1139
343,717,1,1117
203,210,7,738
667,372,1,1384
961,471,1,1533
946,736,2,2420
993,241,1,837
510,849,3,1818
181,24,1,243
118,58,2,304
789,280,1,1141
848,668,4,2093
446,56,2,306
124,29,1,186
61,206,1,280
851,975,1,2749
523,545,1,1859
43,77,1,229
106,61,1,276
448,67,1,287
532,745,1,1857
802,524,2,1708
986,311,1,1038
725,518,1,1683
686,194,2,668
576,826,2,2086
474,423,3,1394
845,919,1,2584
479,968,1,1457
300,891,3,1308
525,150,75,807
217,47,1,227
46,611,1,291
475,151,1,519
672,922,2,2446
569,203,1,719
18,370,2,183
78,3,3,139
32,154,2,245
521,717,1,1681
348,448,4,1358
894,173,1,637
222,738,6,857
443,52,1,318
57,742,1,327
943,581,1,1917
891,511,1,1670
979,288,1,1160
122,453,1,492
439,793,1,1488
726,7,1,105
347,744,1,1153
729,424,1,1476
98,760,2,478
930,970,10,3081
829,277,1,1041
417,722,1,1395
449,639,1,1496
812,891,1,2629
42,220,2,306
633,984,3,2060
801,875,1,2537
495,131,1,525
515,968,1,1722
936,953,1,3292
760,661,1,2226
311,106,1,447
756,391,1,1316
881,854,1,2694
503,810,1,1709
823,331,1,1040
438,592,2,1542
404,886,2,1372
582,567,3,1878
129,623,1,556
787,113,1,408
959,939,1,3080
339,805,1,1117
421,853,1,1417
124,356,4,526
157,883,1,553
17,820,1,133
340,124,4,577
210,572,2,937
977,712,1,2247
382,152,2,658
394,819,1,1315
95,150,5,435
57,28,1,251
716,537,179,1781
650,854,2,2177
649,960,1,2078
144,339,3,771
116,565,1,504
192,239,1,866
920,348,4,1338
473,288,1,1091
519,164,1,668
764,81,1,386
736,740,4,2464
792,469,1,1537
243,538,1,879
287,337,1,1057
39,695,1,250
364,754,26,1378
231,366,3,898
960,231,3,900
677,103,1,12039
570,145,5,671
19,113,1,184
383,291,1,1045
460,208,4,906
930,331,1,1163
371,693,7,1302
411,106,1,460
433,554,1,1487
574,27,1,241
91,213,1,422
716,129,1,487
259,79,1,333
235,842,1,794
796,546,2,1934
424,825,1,1421
1000,993,1,3232
969,19,19,176
105,703,1,474
309,917,1,1037
262,238,2,889
247,633,1,844
283,9,1,107
90,67,1,291
562,16,2,226
93,5,1,143
580,808,4,1951
133,190,19,547
239,719,1,778
31,386,1,169
264,455,1,1103
210,264,6,1002
799,530,1,1763
634,904,2,2119
233,942,1,770
172,494,2,673
531,770,1,1788
478,813,1,1589
778,920,2,2387
879,339,3,1171
935,324,1,1270
343,866,1,1114
131,828,1,463
55,721,1,278
898,438,2,1445
107,162,1,374
892,668,4,2229
777,690,3,2387
198,410,2,834
945,782,1,2538
703,468,1,1755
627,585,3,2118
237,105,3,485
398,14,2,178
24,628,4,224
705,310,5,1144
951,47,1,210
175,434,7,656
226,581,1,818
506,124,2,516
18,612,18,217
637,909,1,2096
632,413,1,1365
951,829,1,2726
174,247,1,745
962,876,2,2824
715,588,1,2071
460,951,1,1673
44,209,11,290
317,67,1,273
189,21,21,199
728,491,1,1556
419,254,1,892
924,645,3,2113
835,782,1,2549
120,852,12,720
745,756,1,2446
113,376,1,458
520,415,5,1433
556,693,1,1782
661,517,1,1588
920,727,1,2392
105,731,1,475
